row_id,source_dataset,label,display_name,split,source_relative_path,split_relative_path,original_class_folder,filename,copied
79,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_7259.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_7259.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_7259.jpg,true
80,Stanford Dogs / ImageNet Dogs,boxer,Boxer,test,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer\n02108089_1575.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\test\boxer\n02108089-boxer__n02108089_1575.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108089-boxer,n02108089_1575.jpg,true
81,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_5563.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_5563.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_5563.jpg,true
82,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1445.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_1445.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1445.jpg,true
83,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_2290.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_2290.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_2290.jpg,true
84,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1836.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_1836.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1836.jpg,true
85,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4945.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4945.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4945.jpg,true
86,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_683.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_683.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_683.jpg,true
87,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_56.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_56.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_56.jpg,true
88,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3985.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_3985.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3985.jpg,true
89,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1923.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_1923.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1923.jpg,true
90,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1889.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_1889.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1889.jpg,true
91,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_2203.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_2203.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_2203.jpg,true
92,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_2123.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_2123.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_2123.jpg,true
93,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_852.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_852.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_852.jpg,true
94,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_612.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_612.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_612.jpg,true
95,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_5619.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_5619.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_5619.jpg,true
96,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4396.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4396.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4396.jpg,true
97,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1701.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_1701.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1701.jpg,true
98,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_5444.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_5444.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_5444.jpg,true
99,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_822.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_822.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_822.jpg,true
100,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_568.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_568.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_568.jpg,true
101,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1016.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_1016.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1016.jpg,true
102,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4637.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4637.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4637.jpg,true
103,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3184.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_3184.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3184.jpg,true
104,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4869.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4869.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4869.jpg,true
105,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_2207.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_2207.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_2207.jpg,true
106,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1547.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_1547.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1547.jpg,true
107,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3379.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_3379.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3379.jpg,true
108,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3757.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_3757.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3757.jpg,true
109,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4520.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4520.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4520.jpg,true
110,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3273.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_3273.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3273.jpg,true
111,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4639.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4639.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4639.jpg,true
112,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1166.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_1166.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1166.jpg,true
113,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3911.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_3911.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3911.jpg,true
114,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_278.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_278.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_278.jpg,true
115,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_2471.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_2471.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_2471.jpg,true
116,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3621.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_3621.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3621.jpg,true
117,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_2353.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_2353.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_2353.jpg,true
118,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_5432.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_5432.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_5432.jpg,true
119,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_2443.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_2443.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_2443.jpg,true
120,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_5609.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_5609.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_5609.jpg,true
121,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_844.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_844.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_844.jpg,true
122,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1507.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_1507.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1507.jpg,true
123,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_5117.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_5117.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_5117.jpg,true
124,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4548.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4548.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4548.jpg,true
125,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4735.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4735.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4735.jpg,true
126,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_2094.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_2094.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_2094.jpg,true
127,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4503.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4503.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4503.jpg,true
128,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4445.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4445.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4445.jpg,true
129,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4375.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4375.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4375.jpg,true
130,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3177.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_3177.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3177.jpg,true
131,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_5260.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_5260.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_5260.jpg,true
132,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3086.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_3086.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3086.jpg,true
133,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_5143.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_5143.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_5143.jpg,true
134,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3051.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_3051.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3051.jpg,true
135,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1242.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_1242.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1242.jpg,true
136,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,train,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4454.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\train\bullmastiff\n02108422-bull_mastiff__n02108422_4454.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4454.jpg,true
137,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_754.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_754.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_754.jpg,true
138,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_4064.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_4064.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_4064.jpg,true
139,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1079.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_1079.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1079.jpg,true
140,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_2404.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_2404.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_2404.jpg,true
141,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3647.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_3647.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3647.jpg,true
142,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_3749.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_3749.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_3749.jpg,true
143,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1968.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_1968.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1968.jpg,true
144,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_5106.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_5106.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_5106.jpg,true
145,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_932.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_932.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_932.jpg,true
146,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_2947.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_2947.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_2947.jpg,true
147,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_5221.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_5221.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_5221.jpg,true
148,Stanford Dogs / ImageNet Dogs,bullmastiff,Bullmastiff,validation,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff\n02108422_1546.jpg,data\images\local_dataset\splits\stanford_dogs_first_baseline\validation\bullmastiff\n02108422-bull_mastiff__n02108422_1546.jpg,data\images\local_dataset\raw\stanford_dogs\Images\n02108422-bull_mastiff,n02108422_1546.jpg,true
